ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	TURCHINID	INFOMAP
2949	Berawan_Long_Terawan	heavy	bəkːəiʔ	b ə kː ə i ʔ	388	257 1022 832 1022 1076 409	1210	west2564	1 7 1 7 7 1	AXBYYN	PEKEIH	4	4.P.C 4.E.V 4.K.C 4.E.V 4.I.V 4.H.c	2.0 1.5 1.75 1.3 1.3 0.8	0	1134	747
2950	Moken	heavy	baʔaːt	b a ʔ aː t	388	257 997 409 1004 120	1210	moke1242	1 7 1 7 1	AXBYN	PAHAT	12	12.P.C 12.A.V 12.H.C 12.A.V 12.T.c	2.0 1.5 1.75 1.3 0.8	0	1142	742
2951	Hanunoo	heavy	mabujat	m a b u j a t	388	241 997 257 868 570 997 120	1210	hanu1241	4 7 1 7 6 7 1	AXBYBYN	MAPYJAT	7	7.M.C 7.A.V 7.P.C 7.Y.V 7.J.C 7.A.V 7.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1137	742
2952	Wuna	heavy	nobie	n o b i e	622	107 887 257 1076 1089	1210	muna1247	4 7 1 7 7	AXBYZ	NUPIE	20	20.N.C 20.U.V 20.P.C 20.I.V 20.E.V	2.0 1.5 1.75 1.3 0.8	0	1150	752
2953	Tetum	heavy	todan	t o d a n	1915	120 887 145 997 107	1210	tetu1246	1 7 1 7 4	AXBYN	TUTAN	16	16.T.C 16.U.V 16.T.C 16.A.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	1146	750
2954	Mailu	heavy	urumu	u r u m u	2040	868 153 868 241 868	1210	mail1248	7 5 7 4 7	XBYBZ	YRYMY	9	9.Y.V 9.R.C 9.Y.V 9.M.C 9.Y.V	1.5 1.75 1.3 1.75 0.8	0	1139	748
2955	Tsou	heavy	ecbʉ́hʉ	e c b ʉ h ʉ	2193	1089 606 257 968 405 968	1210	tsou1248	7 1 1 7 3 7	XMBYBZ	ECPYHY	18	18.E.V 18.C.c 18.P.C 18.Y.V 18.H.C 18.Y.V	1.5 1.1 1.75 1.3 1.75 0.8	0	1148	751
2956	Nias	heavy	abua	a b u a	388	997 257 868 997	1210	nias1242	7 1 7 7	XBYZ	APYA	13	13.A.V 13.P.C 13.Y.V 13.A.V	1.5 1.75 1.3 0.8	0	1143	749
2957	Central Amis	heavy	karteŋ	k a r t e ŋ	2455	838 997 153 120 1089 801	1210	amis1246	1 7 5 1 7 4	AXMBYN	KARTEN	5	5.K.C 5.A.V 5.R.c 5.T.C 5.E.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1135	744
2958	Central Amis	heavy	karteŋ	k a r t e ŋ	2456	838 997 153 120 1089 801	1210	amis1246	1 7 5 1 7 4	AXMBYN	KARTEN	5	5.K.C 5.A.V 5.R.c 5.T.C 5.E.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	1	1135	744
2959	Chamorro	heavy	makːat	m a kː a t	388	241 997 832 997 120	1210	cham1312	4 7 1 7 1	AXBYN	MAKAT	6	6.M.C 6.A.V 6.K.C 6.A.V 6.T.c	2.0 1.5 1.75 1.3 0.8	0	1131	743
2960	Banoni	heavy	papataŋa	p a p a t a ŋ a	767	291 997 291 997 120 997 801 997	1210	bann1247	1 7 1 7 1 7 4 7	AXBYBYBZ	PAPATANA	2	2.P.C 2.A.V 2.P.C 2.A.V 2.T.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1132	745
2961	Singhi	heavy	baːt	b aː t	388	257 1004 120	1210	baub1235	1 7 1	AXN	PAT	15	15.P.C 15.A.V 15.T.c	2.0 1.5 0.8	0	1145	742
2962	Banggi	heavy	mogat	m o ɡ a t	388	241 887 831 997 120	1210	bong1289	4 7 1 7 1	AXBYN	MUKAT	1	1.M.C 1.U.V 1.K.C 1.A.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	1131	743
1230	Maloh	house	sau	s a u	246	89 997 868	1252	emba1238	3 7 7	AXZ	SAY	10	10.S.C 10.A.V 10.Y.V	2.0 1.5 0.8	0	1159	759
1231	Thao	house	taun	t a u n	310	120 997 868 107	1252	thao1240	1 7 7 4	AXYN	TAYN	17	17.T.C 17.A.V 17.Y.V 17.N.c	2.0 1.5 1.3 0.8	0	1164	760
1232	Palauan	house	blai	b l a i	802	257 554 997 1076	1252	pala1344	1 5 7 7	ACXZ	PLAI	14	14.P.C 14.L.C 14.A.V 14.I.V	2.0 1.5 1.5 0.8	0	1151	755
1233	Tunjung	house	dapeq	d a p e q	1424	145 997 291 1089 757	1252	tunj1244	1 7 1 7 1	AXBYN	TAPEK	19	19.T.C 19.A.V 19.P.C 19.E.V 19.K.c	2.0 1.5 1.75 1.3 0.8	0	1166	761
1234	Bare'e	house	banua	b a n u a	74	257 997 107 868 997	1252	pamo1252	1 7 4 7 7	AXBYZ	PANYA	3	3.P.C 3.A.V 3.N.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 0.8	0	1153	756
1235	Iban	house	rumah	r u m a h	377	153 868 241 997 405	1252	iban1264	5 7 4 7 3	AXBYN	RYMAH	8	8.R.C 8.Y.V 8.M.C 8.A.V 8.H.c	2.0 1.5 1.75 1.3 0.8	0	1154	754
1236	Berawan_Long_Terawan	house	lamin	l a m i n	440	554 997 241 1076 107	1252	west2564	5 7 4 7 4	AXBYN	LAMIN	4	4.L.C 4.A.V 4.M.C 4.I.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	1154	757
1237	Moken	house	ʔomaːk	ʔ o m aː k	377	409 887 241 1004 838	1252	moke1242	1 7 4 7 1	AXBYN	HUMAK	12	12.H.C 12.U.V 12.M.C 12.A.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	1160	754
1238	Hanunoo	house	balaj	b a l a j	802	257 997 554 997 570	1252	hanu1241	1 7 5 7 6	AXBYN	PALAJ	7	7.P.C 7.A.V 7.L.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	0	1151	755
1239	Wuna	house	lambu	l a m b u	435	554 997 241 257 868	1252	muna1247	5 7 4 1 7	AXMBZ	LAMPY	20	20.L.C 20.A.V 20.M.c 20.P.C 20.Y.V	2.0 1.5 1.1 1.75 0.8	0	1154	762
1240	Tetum	house	uma	u m a	377	868 241 997	1252	tetu1246	7 4 7	XBZ	YMA	16	16.Y.V 16.M.C 16.A.V	1.5 1.75 0.8	0	1160	753
1241	Mailu	house	uru	u r u	1973	868 153 868	1252	mail1248	7 5 7	XBZ	YRY	9	9.Y.V 9.R.C 9.Y.V	1.5 1.75 0.8	1	1158	758
1242	Tsou	house	emoo	e m o o	377	1089 241 887 887	1252	tsou1248	7 4 7 7	XBYZ	EMUU	18	18.E.V 18.M.C 18.U.V 18.U.V	1.5 1.75 1.3 0.8	0	1160	753
1243	Nias	house	omo	o m o	377	887 241 887	1252	nias1242	7 4 7	XBZ	UMU	13	13.U.V 13.M.C 13.U.V	1.5 1.75 0.8	0	1160	753
1244	Central Amis	house	lumaq	l u m a q	377	554 868 241 997 757	1252	amis1246	5 7 4 7 1	AXBYN	LYMAK	5	5.L.C 5.Y.V 5.M.C 5.A.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	1154	754
1245	Central Amis	house	lumaʕ	l u m a ʕ	377	554 868 241 997 641	1252	amis1246	5 7 4 7 1	AXBYN	LYMAH	5	5.L.C 5.Y.V 5.M.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	0	1154	754
1246	Banoni	house	numa	n u m a	377	107 868 241 997	1252	bann1247	4 7 4 7	AXBZ	NYMA	2	2.N.C 2.Y.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	1	1152	753
1247	Banggi	house	baːli	b aː l i	802	257 1004 554 1076	1252	bong1289	1 7 5 7	AXBZ	PALI	1	1.P.C 1.A.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	1151	755
4056	Maloh	how?	aisi#loʔa	a i s i _ l o ʔ a	1052	997 1076 89 1076 1190 554 887 409 997	1239	emba1238	7 7 3 7 9 5 7 1 7	XYBZ_AXBZ	AISI_LUHA	10	10.A.V 10.I.V 10.S.C 10.I.V 10._._ 10.L.C 10.U.V 10.H.C 10.A.V	1.5 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	1176	772
4057	Merina_Malagasy	how?	ahoana	a h o a n a	1157	997 405 887 997 107 997	1239	plat1254	7 3 7 7 4 7	XBYYBZ	AHUANA	11	11.A.V 11.H.C 11.U.V 11.A.V 11.N.C 11.A.V	1.5 1.75 1.3 1.3 1.75 0.8	0	1177	771
4058	Thao	how?	apiakuzan	a p i a k u z a n	240	997 291 1076 997 838 868 80 997 107	1239	thao1240	7 1 7 7 1 7 3 7 4	XBYYBYBYN	APIAKYSAN	17	17.A.V 17.P.C 17.I.V 17.A.V 17.K.C 17.Y.V 17.S.C 17.A.V 17.N.c	1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.3 0.8	0	1173	767
4059	Palauan	how?	uaŋeraŋ	u a ŋ e r a ŋ	1390	868 997 801 1089 153 997 801	1239	pala1344	7 7 4 7 5 7 4	XYBYBYN	YANERAN	14	14.Y.V 14.A.V 14.N.C 14.E.V 14.R.C 14.A.V 14.N.c	1.5 1.3 1.75 1.3 1.75 1.3 0.8	0	1180	778
4060	Tunjung	how?	ŋamenʲa	ŋ a m e nʲ a	1473	801 997 241 1089 101 997	1239	tunj1244	4 7 4 7 4 7	AXBYBZ	NAMENA	19	19.N.C 19.A.V 19.M.C 19.E.V 19.N.C 19.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1185	764
4061	Bare'e	how?	makuja	m a k u j a	240	241 997 838 868 570 997	1239	pamo1252	4 7 1 7 6 7	AXBYBZ	MAKYJA	3	3.M.C 3.A.V 3.K.C 3.Y.V 3.J.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1169	776
4062	Iban	how?	kati	k a t i	1625	838 997 120 1076	1239	iban1264	1 7 1 7	AXBZ	KATI	8	8.K.C 8.A.V 8.T.C 8.I.V	2.0 1.5 1.75 0.8	0	1174	774
4063	Berawan_Long_Terawan	how?	coʔ#kədin	c o ʔ _ k ə d i n	1695	606 887 409 1190 838 1022 145 1076 107	1239	west2564	1 7 1 9 1 7 1 7 4	AXN_AXBYN	CUH_KETIN	4	4.C.C 4.U.V 4.H.c 4._._ 4.K.C 4.E.V 4.T.C 4.I.V 4.N.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	1170	779
4064	Moken	how?	cipʰan	c i pʰ a n	1794	606 1076 264 997 107	1239	moke1242	1 7 1 7 4	AXBYN	CIPAN	12	12.C.C 12.I.V 12.P.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 0.8	0	1178	770
4065	Hanunoo	how?	abitaj	a b i t a j	1856	997 257 1076 120 997 570	1239	hanu1241	7 1 7 1 7 6	XBYBYN	APITAJ	7	7.A.V 7.P.C 7.I.V 7.T.C 7.A.V 7.J.c	1.5 1.75 1.3 1.75 1.3 0.8	0	1173	765
4066	Hanunoo	how?	abitaj	a b i t a j	1857	997 257 1076 120 997 570	1239	hanu1241	7 1 7 1 7 6	XBYBYN	APITAJ	7	7.A.V 7.P.C 7.I.V 7.T.C 7.A.V 7.J.c	1.5 1.75 1.3 1.75 1.3 0.8	1	1173	765
4067	Tetum	how?	na#nuːsa	n a _ n uː s a	1925	107 997 1190 107 860 89 997	1239	tetu1246	4 7 9 4 7 3 7	AX_AXBZ	NA_NYSA	16	16.N.C 16.A.V 16._._ 16.N.C 16.Y.V 16.S.C 16.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	1182	768
4068	Mailu	how?	abo#ua	a b o _ u a	2089	997 257 887 1190 868 997	1239	mail1248	7 1 7 9 7 7	XBZ_XZ	APU_YA	9	9.A.V 9.P.C 9.U.V 9._._ 9.Y.V 9.A.V	1.5 1.75 0.8 0.0 1.5 0.8	0	1173	773
4069	Tsou	how?	hia	h i a	2223	405 1076 997	1239	tsou1248	3 7 7	AXZ	HIA	18	18.H.C 18.I.V 18.A.V	2.0 1.5 0.8	0	1184	766
4070	Nias	how?	he#wisa	h e _ w i s a	2329	405 1089 1190 462 1076 89 997	1239	nias1242	3 7 9 6 7 3 7	AX_AXBZ	HE_WISA	13	13.H.C 13.E.V 13._._ 13.W.C 13.I.V 13.S.C 13.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	1179	769
4071	Central Amis	how?	samaqanen	s a m a q a n e n	2511	89 997 241 997 757 997 107 1089 107	1239	amis1246	3 7 4 7 1 7 4 7 4	AXBYBYBYN	SAMAKANEN	5	5.S.C 5.A.V 5.M.C 5.A.V 5.K.C 5.A.V 5.N.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	1171	763
4072	Central Amis	how?	samaʔanen	s a m a ʔ a n e n	2512	89 997 241 997 409 997 107 1089 107	1239	amis1246	3 7 4 7 1 7 4 7 4	AXBYBYBYN	SAMAHANEN	5	5.S.C 5.A.V 5.M.C 5.A.V 5.H.C 5.A.V 5.N.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	1171	763
4073	Chamorro	how?	#taimanu	_ t a i m a n u	2583	1190 120 997 1076 241 997 107 868	1239	cham1312	9 1 7 7 4 7 4 7	_AXYBYBZ	_TAIMANY	6	6._._ 6.T.C 6.A.V 6.I.V 6.M.C 6.A.V 6.N.C 6.Y.V	0.0 2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	1172	775
4074	Banoni	how?	vaia#vasi	v a i a _ v a s i	2740	451 997 1076 997 1190 451 997 89 1076	1239	bann1247	3 7 7 7 9 3 7 3 7	AXYZ_AXBZ	BAIA_BASI	2	2.B.C 2.A.V 2.I.V 2.A.V 2._._ 2.B.C 2.A.V 2.S.C 2.I.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5 1.75 0.8	0	1168	780
4075	Singhi	how?	onimun	o n i m u n	2843	887 107 1076 241 868 107	1239	baub1235	7 4 7 4 7 4	XBYBYN	UNIMYN	15	15.U.V 15.N.C 15.I.V 15.M.C 15.Y.V 15.N.c	1.5 1.75 1.3 1.75 1.3 0.8	0	1180	764
4076	Banggi	how?	fuŋgama	f u ŋ ɡ a m a	2893	452 868 801 831 997 241 997	1239	bong1289	3 7 4 1 7 4 7	AXMBYBZ	BYNKAMA	1	1.B.C 1.Y.V 1.N.c 1.K.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	1167	777
1148	Maloh	husband	baka	b a k a	1014	257 997 838 997	1200	emba1238	1 7 1 7	AXBZ	PAKA	10	10.P.C 10.A.V 10.K.C 10.A.V	2.0 1.5 1.75 0.8	0	1195	784
1149	Maloh	husband	laki	l a k i	529	554 997 838 1076	1200	emba1238	5 7 1 7	AXBZ	LAKI	10	10.L.C 10.A.V 10.K.C 10.I.V	2.0 1.5 1.75 0.8	0	1193	781
1150	Merina_Malagasy	husband	vadj	v a d j	1078	451 997 145 570	1200	plat1254	3 7 1 6	AXBC	BATJ	11	11.B.C 11.A.V 11.T.C 11.J.C	2.0 1.5 1.75 1.5	0	1196	793
1151	Thao	husband	ajuzi	a j u z i	1183	997 570 868 80 1076	1200	thao1240	7 6 7 3 7	XBYBZ	AJYSI	17	17.A.V 17.J.C 17.Y.V 17.S.C 17.I.V	1.5 1.75 1.3 1.75 0.8	0	1202	788
1152	Palauan	husband	bucʰ	b u cʰ	1291	257 868 604	1200	pala1344	1 7 1	AXN	PYC	14	14.P.C 14.Y.V 14.C.c	2.0 1.5 0.8	0	1195	784
1153	Tunjung	husband	wanaʔ	w a n a ʔ	760	462 997 107 997 409	1200	tunj1244	6 7 4 7 1	AXBYN	WANAH	19	19.W.C 19.A.V 19.N.C 19.A.V 19.H.c	2.0 1.5 1.75 1.3 0.8	0	1204	783
1154	Bare'e	husband	laŋkai	l a ŋ k a i	665	554 997 801 838 997 1076	1200	pamo1252	5 7 4 1 7 7	AXMBYZ	LANKAI	3	3.L.C 3.A.V 3.N.c 3.K.C 3.A.V 3.I.V	2.0 1.5 1.1 1.75 1.3 0.8	0	1188	781
1155	Iban	husband	laki	l a k i	529	554 997 838 1076	1200	iban1264	5 7 1 7	AXBZ	LAKI	8	8.L.C 8.A.V 8.K.C 8.I.V	2.0 1.5 1.75 0.8	0	1193	781
1156	Berawan_Long_Terawan	husband	binəh	b i n ə h	760	257 1076 107 1022 405	1200	west2564	1 7 4 7 3	AXBYN	PINEH	4	4.P.C 4.I.V 4.N.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	1189	795
1157	Moken	husband	kanaj	k a n a j	1732	838 997 107 997 570	1200	moke1242	1 7 4 7 6	AXBYN	KANAJ	12	12.K.C 12.A.V 12.N.C 12.A.V 12.J.c	2.0 1.5 1.75 1.3 0.8	0	1197	792
1158	Hanunoo	husband	asawa	a s a w a	277	997 89 997 462 997	1200	hanu1241	7 3 7 6 7	XBYBZ	ASAWA	7	7.A.V 7.S.C 7.A.V 7.W.C 7.A.V	1.5 1.75 1.3 1.75 0.8	0	1191	785
1159	Wuna	husband	mogʰane	m o ɡʰ a n e	139	241 887 836 997 107 1089	1200	muna1247	4 7 1 7 4 7	AXBYBZ	MUKANE	20	20.M.C 20.U.V 20.K.C 20.A.V 20.N.C 20.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1205	786
1160	Tetum	husband	laʔen	l a ʔ e n	-427	554 997 409 1089 107	1200	tetu1246	5 7 1 7 4	AXBYN	LAHEN	16	16.L.C 16.A.V 16.H.C 16.E.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	1201	789
1161	Mailu	husband	eme	e m e	1970	1089 241 1089	1200	mail1248	7 4 7	XBZ	EME	9	9.E.V 9.M.C 9.E.V	1.5 1.75 0.8	0	1194	794
1162	Tsou	husband	vcoŋʉ	v c o ŋ ʉ	2129	451 606 887 801 968	1200	tsou1248	3 1 7 4 7	ACYBZ	BCUNY	18	18.B.C 18.C.C 18.U.V 18.N.C 18.Y.V	2.0 1.5 1.3 1.75 0.8	0	1203	787
1163	Nias	husband	foʔomo	f o ʔ o m o	2253	452 887 409 887 241 887	1200	nias1242	3 7 1 7 4 7	AXBYBZ	BUHUMU	13	13.B.C 13.U.V 13.H.C 13.U.V 13.M.C 13.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1190	791
1164	Nias	husband	doŋa	d o ŋ a	2254	145 887 801 997	1200	nias1242	1 7 4 7	AXBZ	TUNA	13	13.T.C 13.U.V 13.N.C 13.A.V	2.0 1.5 1.75 0.8	0	1207	782
1165	Central Amis	husband	faʔinaj	f a ʔ i n a j	2372	452 997 409 1076 107 997 570	1200	amis1246	3 7 1 7 4 7 6	AXBYBYN	BAHINAJ	5	5.B.C 5.A.V 5.H.C 5.I.V 5.N.C 5.A.V 5.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1190	783
1166	Chamorro	husband	asagua	a s a ɡ u a	2530	997 89 997 831 868 997	1200	cham1312	7 3 7 1 7 7	XBYBYZ	ASAKYA	6	6.A.V 6.S.C 6.A.V 6.K.C 6.Y.V 6.A.V	1.5 1.75 1.3 1.75 1.3 0.8	0	1191	785
1167	Banoni	husband	tamata	t a m a t a	235	120 997 241 997 120 997	1200	bann1247	1 7 4 7 1 7	AXBYBZ	TAMATA	2	2.T.C 2.A.V 2.M.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1187	796
1168	Singhi	husband	bonun	b o n u n	-760	257 887 107 868 107	1200	baub1235	1 7 4 7 4	AXBYN	PUNYN	15	15.P.C 15.U.V 15.N.C 15.Y.V 15.N.c	2.0 1.5 1.75 1.3 0.8	0	1189	790
1169	Banggi	husband	saːna	s aː n a	-277	89 1004 107 997	1200	bong1289	3 7 4 7	AXBZ	SANA	1	1.S.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	0	1186	782
4040	Maloh	if	atiʔ	a t i ʔ	1051	997 120 1076 409	1459	emba1238	7 1 7 1	XBYN	ATIH	10	10.A.V 10.T.C 10.I.V 10.H.c	1.5 1.75 1.3 0.8	0	1214	798
4041	Merina_Malagasy	if	raha	r a h a	1156	153 997 405 997	1459	plat1254	5 7 3 7	AXBZ	RAHA	11	11.R.C 11.A.V 11.H.C 11.A.V	2.0 1.5 1.75 0.8	0	1215	806
4042	Thao	if	ja	j a	1250	570 997	1459	thao1240	6 7	AX	JA	17	17.J.C 17.A.V	2.0 1.5	0	1220	801
4043	Palauan	if	a	a	1388	997	1459	pala1344	7	X	A	14	14.A.V	1.5	0	1218	803
4044	Palauan	if	a#kmu	a _ k m u	1389	997 1190 838 241 868	1459	pala1344	7 9 1 4 7	X_ACX	A_KMY	14	14.A.V 14._._ 14.K.C 14.M.C 14.Y.V	1.5 0.0 2.0 1.5 1.5	0	1223	799
4045	Bare'e	if	ane	a n e	275	997 107 1089	1459	pamo1252	7 4 7	XBZ	ANE	3	3.A.V 3.N.C 3.E.V	1.5 1.75 0.8	0	1208	797
4046	Iban	if	entiʔ	e n t i ʔ	1624	1089 107 120 1076 409	1459	iban1264	7 4 1 7 1	XMBYN	ENTIH	8	8.E.V 8.N.c 8.T.C 8.I.V 8.H.c	1.5 1.1 1.75 1.3 0.8	0	1208	798
4047	Berawan_Long_Terawan	if	mun	m u n	45	241 868 107	1459	west2564	4 7 4	AXN	MYN	4	4.M.C 4.Y.V 4.N.c	2.0 1.5 0.8	0	1209	808
4048	Moken	if	saʔ	s a ʔ	1793	89 997 409	1459	moke1242	3 7 1	AXN	SAH	12	12.S.C 12.A.V 12.H.c	2.0 1.5 0.8	0	1216	805
4049	Hanunoo	if	nu	n u	576	107 868	1459	hanu1241	4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	0	1211	797
4050	Mailu	if	de	d e	2088	145 1089	1459	mail1248	1 7	AX	TE	9	9.T.C 9.E.V	2.0 1.5	0	1213	807
4051	Tsou	if	hoci	h o c i	2222	405 887 606 1076	1459	tsou1248	3 7 1 7	AXBZ	HUCI	18	18.H.C 18.U.V 18.C.C 18.I.V	2.0 1.5 1.75 0.8	0	1221	800
4052	Nias	if	na	n a	-576	107 997	1459	nias1242	4 7	AX	NA	13	13.N.C 13.A.V	2.0 1.5	0	1211	804
4053	Central Amis	if	anu	a n u	576	997 107 868	1459	amis1246	7 4 7	XBZ	ANY	5	5.A.V 5.N.C 5.Y.V	1.5 1.75 0.8	0	1208	797
4054	Central Amis	if	ano	a n o	576	997 107 887	1459	amis1246	7 4 7	XBZ	ANU	5	5.A.V 5.N.C 5.U.V	1.5 1.75 0.8	0	1208	797
4055	Singhi	if	komu	k o m u	404	838 887 241 868	1459	baub1235	1 7 4 7	AXBZ	KUMY	15	15.K.C 15.U.V 15.M.C 15.Y.V	2.0 1.5 1.75 0.8	0	1219	802
3621	Maloh	in, inside	ilalam	i l a l a m	83	1076 554 997 554 997 241	1460	emba1238	7 5 7 5 7 4	XBYBYN	ILALAM	10	10.I.V 10.L.C 10.A.V 10.L.C 10.A.V 10.M.c	1.5 1.75 1.3 1.75 1.3 0.8	0	1229	809
3622	Merina_Malagasy	in, inside	anatj	a n a t j	1143	997 107 997 120 570	1460	plat1254	7 4 7 1 6	XBYBC	ANATJ	11	11.A.V 11.N.C 11.A.V 11.T.C 11.J.C	1.5 1.75 1.3 1.75 1.5	0	1234	820
3623	Thao	in, inside	i	i	152	1076	1460	thao1240	7	X	I	17	17.I.V	1.5	0	1240	810
3624	Palauan	in, inside	cʰelsél	cʰ e l s e l	1376	604 1089 554 89 1089 554	1460	pala1344	1 7 5 3 7 5	AXMBYN	CELSEL	14	14.C.C 14.E.V 14.L.c 14.S.C 14.E.V 14.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1237	818
3625	Tunjung	in, inside	deʔ#lam	d e ʔ _ l a m	83	145 1089 409 1190 554 997 241	1460	tunj1244	1 7 1 9 5 7 4	AXN_AXN	TEH_LAM	19	19.T.C 19.E.V 19.H.c 19._._ 19.L.C 19.A.V 19.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	1242	814
3626	Bare'e	in, inside	ri#ra	r i _ r a	83	153 1076 1190 153 997	1460	pamo1252	5 7 9 5 7	AX_AX	RI_RA	3	3.R.C 3.I.V 3._._ 3.R.C 3.A.V	2.0 1.5 0.0 2.0 1.5	0	1226	823
3627	Iban	in, inside	alam	a l a m	83	997 554 997 241	1460	iban1264	7 5 7 4	XBYN	ALAM	8	8.A.V 8.L.C 8.A.V 8.M.c	1.5 1.75 1.3 0.8	0	1229	809
3628	Iban	in, inside	dalam	d a l a m	83	145 997 554 997 241	1460	iban1264	1 7 5 7 4	AXBYN	TALAM	8	8.T.C 8.A.V 8.L.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	0	1235	809
3629	Berawan_Long_Terawan	in, inside	lum	l u m	83	554 868 241	1460	west2564	5 7 4	AXN	LYM	4	4.L.C 4.Y.V 4.M.c	2.0 1.5 0.8	0	1227	809
3630	Moken	in, inside	dalam	d a l a m	83	145 997 554 997 241	1460	moke1242	1 7 5 7 4	AXBYN	TALAM	12	12.T.C 12.A.V 12.L.C 12.A.V 12.M.c	2.0 1.5 1.75 1.3 0.8	0	1235	809
3631	Hanunoo	in, inside	sa#basad	s a _ b a s a d	1850	89 997 1190 257 997 89 997 145	1460	hanu1241	3 7 9 1 7 3 7 1	AX_AXBYN	SA_PASAT	7	7.S.C 7.A.V 7._._ 7.P.C 7.A.V 7.S.C 7.A.V 7.T.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	0	1230	822
3632	Tetum	in, inside	iha#laran	i h a _ l a r a n	83	1076 405 997 1190 554 997 153 997 107	1460	tetu1246	7 3 7 9 5 7 5 7 4	XBZ_AXBYN	IHA_LARAN	16	16.I.V 16.H.C 16.A.V 16._._ 16.L.C 16.A.V 16.R.C 16.A.V 16.N.c	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	1239	816
3633	Mailu	in, inside	ausu	a u s u	579	997 868 89 868	1460	mail1248	7 7 3 7	XYBZ	AYSY	9	9.A.V 9.Y.V 9.S.C 9.Y.V	1.5 1.3 1.75 0.8	0	1232	821
3634	Tsou	in, inside	aeumona	a e u m o n a	302	997 1089 868 241 887 107 997	1460	tsou1248	7 7 7 4 7 4 7	XYYBYBZ	AEYMUNA	18	18.A.V 18.E.V 18.Y.V 18.M.C 18.U.V 18.N.C 18.A.V	1.5 1.3 1.3 1.75 1.3 1.75 0.8	0	1241	815
3635	Nias	in, inside	ba	b a	2319	257 997	1460	nias1242	1 7	AX	PA	13	13.P.C 13.A.V	2.0 1.5	0	1236	819
3636	Central Amis	in, inside	lalumaq	l a l u m a q	505	554 997 554 868 241 997 757	1460	amis1246	5 7 5 7 4 7 1	AXBYBYN	LALYMAK	5	5.L.C 5.A.V 5.L.C 5.Y.V 5.M.C 5.A.V 5.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1228	811
3637	Central Amis	in, inside	i	i	152	1076	1460	amis1246	7	X	I	5	5.I.V	1.5	0	1240	810
3638	Chamorro	in, inside	halom	h a l o m	83	405 997 554 887 241	1460	cham1312	3 7 5 7 4	AXBYN	HALUM	6	6.H.C 6.A.V 6.L.C 6.U.V 6.M.c	2.0 1.5 1.75 1.3 0.8	0	1229	809
3639	Banoni	in, inside	mo	m o	2733	241 887	1460	bann1247	4 7	AX	MU	2	2.M.C 2.U.V	2.0 1.5	0	1225	812
